instanceID, capacity, shortageCost, solutionValue, solutionTimeMs, statesExplored,instance,n_items,coeff_of_var
3d79dbec13dfd6c4180312450329a7d866374cc0f810b9f1c9836786e1f0143c,1105.9222745163063,10.0,1306.0375903461522,4176,21198,P05_ALMOST_STRONGLY_CORRELATED,25,0.1
5c3ce722e3dc8d72a8ee6c781eca91d0291184a38c139eda1cdfc8e4a80bd69d,112.63131849856067,10.0,154.8826183326891,17462,48496,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
fc8c15c1094e09e97d34c24586579fe99c4ed176e970db939489011dea8fe1ed,200.6377911389312,10.0,304.8741028839256,13658,35646,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
f16b8dcb742186cc21bfd7a8e1cf2fdb4e551e1b0925e73c9d38e790330b85ef,278.8633363153005,10.0,397.7986781928261,12170,32894,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
6d04c321866ed170c6a663c932a8c801f0be8544b7308e663e78d8e182a6c9cb,469.97216703269294,10.0,579.9218723242477,20197,50498,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
3ad7aa76b6bc1857543ba43e11dceb564cfe64b2856b4ee6de346338105bc5ec,515.9189618187869,10.0,652.72971373834,16212,40495,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
2a55b60a11e8722e2d78f63875f8a95eeeb4a7765510a26f9ee73d37f0e86f9a,669.2975149694981,10.0,814.486025167653,19385,46454,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
d86b24848ed7947a7400e679fe9659c2e870133dfa36f67308df438796c5aea8,907.9861870330462,10.0,1053.2956955140153,25790,55774,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
738438143b18eb94a1b83d4b58a6cb3e9cb32b30a75f39a2cddcf762ac0ef477,1015.652441537617,10.0,1171.401850566153,25089,53190,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
6eda0a39b2be515757dd179b84879ef5349c1fec1ef58b2304de0e8095908e5b,1078.0584145275466,10.0,1254.6249724852937,23566,52198,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
311b7c91f3756008a53ece2d69a7929ed28bbe25f5dff9bc4457a1cd3b341dc6,1105.9222745163063,10.0,1289.3464775354655,20855,45546,P05_ALMOST_STRONGLY_CORRELATED,25,0.2
fa1ee727e56354d74b2d85fb363f6bd3b6200f5a75ccf9304f23919de2ed8457,112.63131849856067,10.0,108.40374260023522,3242,31839,P05_SUBSET_SUM,25,0.1
9989f4ad6d4a18a705aec224f72711bea99f0ac398722539dcf4def840713d9d,232.2169282654879,10.0,229.3147214569035,3714,34711,P05_SUBSET_SUM,25,0.1
adcd83fd657d2ae97033154ed80886166998056905b88779173afd113cbb39e8,300.9566867083967,10.0,297.8892421290141,3084,26732,P05_SUBSET_SUM,25,0.1
f39e9f9845eee4292e343fcf14759979c738b112be4ce4a661f232251d64afaa,520.5735598916084,10.0,516.3256457775149,4856,40758,P05_SUBSET_SUM,25,0.1
06e6a56a4dc150da61da0971fd83f12572dd48493bb756f44d01e3da0c501d9c,464.7722271921675,10.0,463.071832067517,3017,28413,P05_SUBSET_SUM,25,0.1
53bf01c7a918c7fefd8ff61796c3b2a6a45ba33f7c4c13f3eedaca2ea4118736,661.4370441737321,10.0,658.5270896800707,4218,32569,P05_SUBSET_SUM,25,0.1
fe48f0b763ce1697d337d471815259a59173b484f79d4636ae46b56ebc86ebcb,822.4512923072126,10.0,813.0579428232622,4584,31134,P05_SUBSET_SUM,25,0.1
5113847e6f67222dadf3d203c98c59720d12430e623cea5fbbf6a9e4be96422a,1016.0004901594976,10.0,1009.487370387346,5632,40045,P05_SUBSET_SUM,25,0.1
b3959cf1c5195265500098599f14445ca1eaf9326ef1968efac9556201bcbcd7,928.6541312738166,10.0,923.6215806430685,4105,28958,P05_SUBSET_SUM,25,0.1
1c7e6eb7d4ffb2cee46231fb054a463d23ed816f67fd2adefb1336b1098206f2,1015.8717017981576,10.0,1002.7381155503028,3960,29642,P05_SUBSET_SUM,25,0.1
6026bc228cca83ed762f9c71eb6d016bfd1c0fa0de7ebdaae591721b43e39674,112.63131849856067,10.0,105.5811787843781,18358,68749,P05_SUBSET_SUM,25,0.2
7c07d7632dcdc44a51fe09aac5444a72eedb752a654595da4b3c3ba1250e3535,232.2169282654879,10.0,226.69810934242503,20498,74841,P05_SUBSET_SUM,25,0.2
83ef2c01cbe376a162a8a04dd3fb84919115918bc7da87a6182d8de67d143b4b,300.9566867083967,10.0,294.4766176048492,16439,57597,P05_SUBSET_SUM,25,0.2
3426475bba5cb70e7155ce352c7a85427f03e7ab5e37ba2d4c653bd3a901a611,520.5735598916084,10.0,513.0751333943946,25170,87893,P05_SUBSET_SUM,25,0.2
b54ec6365c2524973721ff53caf36fc2d1a3ebd2417df806ff20b28c10880865,464.7722271921675,10.0,461.76024428574846,15290,61314,P05_SUBSET_SUM,25,0.2
1f2b35e7cbf37e133b57f84fb09037b7e28b9ce0595ea906af11bc2212b5b45e,661.4370441737321,10.0,655.9655535958207,20943,70202,P05_SUBSET_SUM,25,0.2
4a152f48fa14c45329fd14f1d4275a4f6a962aafb7dcc68bf623cd33b97c898d,822.4512923072126,10.0,808.4533640856224,22835,67010,P05_SUBSET_SUM,25,0.2
14bf5faabf7fbb86c0e1ac225bea42c0eb50d22ff38fef18fa6540481c742c83,1016.0004901594976,10.0,1004.7795910074408,27624,86465,P05_SUBSET_SUM,25,0.2
7756d782bb15d7757bdf7397a78ded5e4e1440be6553ef9cf76da4846d72330e,928.6541312738166,10.0,918.7004493005091,20091,62263,P05_SUBSET_SUM,25,0.2
edc7ca06691ba953354f68d3b072ce527565eb33b5b4f7a12fb702c7ea1589be,1015.8717017981576,10.0,992.806229426822,18867,63889,P05_SUBSET_SUM,25,0.2
365cd504a5d13d54d693a95ffb74b73a5e7f0d3727429e22941829944f9d657d,238.4200597197812,10.0,184.38752694686735,15607,68040,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
8f562174f91759f96fe540a54709979f4db3b2ff3cb83299a59831e0b2895d0e,474.35276127206834,10.0,385.8542260623242,16837,67716,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
1bbcf2f960a48609642bff5ee5b708d878832c760f33a20293c5ca3081caf552,709.2974903532443,10.0,546.8281229748599,17758,67730,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
bfa3bdb5c9b2e6e9e3236767a622687ac0e61195fc9be5b3c29095014a2dfb4e,955.6445715092711,10.0,689.1829148464138,19077,67887,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
74ca61c715ca954cfd5de67815c2f8b926efa3e5d0fb7ca524e53df82181ca7f,1187.3288207530454,10.0,744.8323588980373,19685,67485,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
e521c3e8029fc1bad87d649c2c0957a9b6a5c4273483c963f2037ec324f32b7c,1429.8647627609223,10.0,882.710422315333,20349,67626,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
80e27dd7cc773cc62be405df3ce34ca9c452b91e07dfdea0d2a002d241c0e8f0,1681.017888497369,10.0,1144.2635152031175,21348,68767,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
fd9f569d1ba515d42e3fed225cdc7a0b52b0ba8331f89a604a966a57321bc33b,1918.936426601596,10.0,1244.264249733185,22093,67952,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
a6b85f4d4123eb99aa2e62b2e5926a16b44241cf78325a489d8af99c1f326ebe,2152.283219098283,10.0,1214.1007477638727,22300,68091,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
2c96665c943ec31c91b2a3f31d8728966479d07a13e22b58d61451551f9c4fa7,2382.1409092716194,10.0,1226.305777157912,23114,68059,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.1
9ff8707be7602bb9aed8329957dc7d69b783436908276450c9d61fd818f10a6c,238.4200597197812,10.0,168.4608980035509,87155,148104,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
1adcf7a67c9323049135c21843f66d0bbfb22debc21514f70cf324442b0db9ee,474.35276127206834,10.0,380.04881706755526,89703,147455,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
cfd820e5315ff13462cfc7fcb9f4fc844223bcfe747a4955b7fa4400699414d5,709.2974903532443,10.0,543.6698312648039,91755,147502,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
7198d8ef43f579b0c47a671262e01567a3de1082338b88d4d9b9881eadb658f1,955.6445715092711,10.0,677.5535621372703,97073,147864,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
b65fddf9c549b2656b504d3e7d0a6b150ea8e1c511a703e5c66f177d3000b238,1187.3288207530454,10.0,736.6738910258982,97773,147046,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
2340bed00007a7e01334c682ca1f557fedc1036890346ffc9cc1019fc748aa16,1429.8647627609223,10.0,876.2372606616315,101496,147174,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
869d74eb6b9e374a9aa2c30412202f124439a29884c25e9bbc6d7b5b4e319def,1681.017888497369,10.0,1136.2984510754711,104656,149698,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
3731766e7b73d210d5f584f57768e3c6ea1172289ed9c0d25baeb2db99785aab,1918.936426601596,10.0,1238.1616583093398,106072,148022,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
dfdf551a4161a031b11422ea8b129938e8452886c09ba9c89e588a7f5d4f66bf,2152.283219098283,10.0,1207.5859002514633,107728,148271,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
091c26ca2ddc58645b484a12c27908704af9e3528fd395641e24831a4e1e9825,2382.1409092716194,10.0,1219.540535609646,110311,148136,P05_UNCORRELATED_SIMILAR_WEIGHTS,25,0.2
00015f2340a0c0188958c47b959f2d08c226e17044c7f22115be9acd69e4e407,112.63131849856067,10.0,116.36279709142988,3357,25796,P05_PROFIT_CEILING,25,0.1
c969c041da1a5bec78acc5758bcb0c1efea6f82b66ff33ae5647e21858cc135e,232.2169282654879,10.0,242.31266539605303,3642,27620,P05_PROFIT_CEILING,25,0.1
3386dd42c037381ea5694b79d1909abca184ad387c4651e01fe1925a9e0fd720,300.9566867083967,10.0,317.8125923213463,2794,20369,P05_PROFIT_CEILING,25,0.1
6ec68d391e496d83a8393eef4a75a691507617bb3779aa8ac38578278e313800,520.5735598916084,10.0,534.896028242537,4679,27381,P05_PROFIT_CEILING,25,0.1
04712adeed20d7230a8b0af99566d13e85ff1d55c09e6a16880cd7cf675aca61,464.7722271921675,10.0,487.822280391688,2634,19240,P05_PROFIT_CEILING,25,0.1
1a40997ec8179deb83eeabdd0fdbbfc04661f816f43464b8ae4147f2da428464,661.4370441737321,10.0,685.5446413906684,3970,23975,P05_PROFIT_CEILING,25,0.1
1c62ce6eec1f25e43fa5865379fe7a01339c1a46c800c7a750eeeed1d4ab9e28,822.4512923072126,10.0,849.7228327096444,4547,28038,P05_PROFIT_CEILING,25,0.1
58099548052387bf2c10454190554a667e5787f4597112227509df5c468342d8,1016.0004901594976,10.0,1032.677571689182,5360,30100,P05_PROFIT_CEILING,25,0.1
1b14885ed14ba2de50aa0e47f36b3aabdcd3dcda1b555ca6baf1d330face078b,928.6541312738166,10.0,946.3436836137092,4014,21232,P05_PROFIT_CEILING,25,0.1
0c7f43808ff405c21c3fffedfc23c58a07f037f31ec3114a217277c5df8fabbd,1015.8717017981576,10.0,1033.8652239922874,4028,22216,P05_PROFIT_CEILING,25,0.1
70c9e44d59a9d3e9799508373c348a384604b8b33400cfecfa23e3e79e1c7a21,112.63131849856067,10.0,112.5772456712936,18978,55652,P05_PROFIT_CEILING,25,0.2
85555a6630d590daf53a0073ddbd4a86d9dc29817e5e2a4325e98c6866ccbbdf,232.2169282654879,10.0,235.85693533106945,20195,59430,P05_PROFIT_CEILING,25,0.2
43f0f6c1318574df9c35b88c24baf9a11fc3b56885072cf8b63c9952168be681,300.9566867083967,10.0,315.37434326929844,14433,43782,P05_PROFIT_CEILING,25,0.2
277b3d31fb6f8e533f671ba6101ac64b01ac7caf5f6a1f60d4dc196278d2d592,520.5735598916084,10.0,519.7276962712305,24385,58968,P05_PROFIT_CEILING,25,0.2
fcb8caf4aa361cb6641b9cb3fb8bf4b6364fd0c7829653009cfb8c2b09066095,464.7722271921675,10.0,482.1672506735287,13439,41353,P05_PROFIT_CEILING,25,0.2
4b2c9657cc5170ad233b0339e01a2af74d0c2f7ab4faa8f6525582cb8726b1a5,661.4370441737321,10.0,677.0251422251719,20068,51505,P05_PROFIT_CEILING,25,0.2
1957730fe29cae0ebb3b5aaa42b4613ac51cc8bd1137a3f9cfe43dc4db64683f,822.4512923072126,10.0,842.5176249715075,22470,60235,P05_PROFIT_CEILING,25,0.2
e9b2243aa93167bd26c00d74dd4d8d93996038fcb16ff0ef3a2521114564e94b,1016.0004901594976,10.0,1019.2109164365422,26094,64943,P05_PROFIT_CEILING,25,0.2
61fb4ac284988ab3ad7f0044efeeb4bf7ba3ead4edee7fbfa53179898f98156f,928.6541312738166,10.0,935.082380393938,19479,45627,P05_PROFIT_CEILING,25,0.2
c84558ece03d06855f8bc58c5a13e3f81144a713a0c07562a7908d20340a0d85,1015.8717017981576,10.0,1023.5626080364098,19416,47775,P05_PROFIT_CEILING,25,0.2
2a42588830549bd443f01bbab32e845d710be0673875d73a7b5544886ee81f25,112.63131849856067,10.0,321.1716530254803,3115,22464,P05_CIRCLE_INSTANCES,25,0.1
7f077d72ca7597b577549b890e843d64052a8ce939482115692bb490e1f3c173,232.2169282654879,10.0,552.4396511289001,3342,23403,P05_CIRCLE_INSTANCES,25,0.1
eb23bd58e55587589ec9308f33caa16a488214714769c59eae4ed9459f2f638b,300.9566867083967,10.0,802.241341013002,2684,16582,P05_CIRCLE_INSTANCES,25,0.1
f726026318065ccf879e94d261bd542fc9de89e9f45d82f651c0524500ae52e0,520.5735598916084,10.0,1013.3801094451472,4520,26065,P05_CIRCLE_INSTANCES,25,0.1
41884638c854d66adef719517fdfc3b87937add0f6f9e7232e752a8ecd172744,464.7722271921675,10.0,1065.250481211606,2597,15305,P05_CIRCLE_INSTANCES,25,0.1
d0e60170db1ed99dc261b0e789d366b4384480fef044c9e909e0414d38ceb76e,661.4370441737321,10.0,1267.6546289688886,3764,20124,P05_CIRCLE_INSTANCES,25,0.1
40ffec443270e87c36eb5a1934ae4116b0507c471ee3db4dd9fc81f89d05e9fc,822.4512923072126,10.0,1457.5349315068745,4373,23496,P05_CIRCLE_INSTANCES,25,0.1
9432c23f5685c9ed178d2eacb0e50f7dc206dddb205548837e66b3d396fc23c3,1016.0004901594976,10.0,1732.9655953948547,5209,28439,P05_CIRCLE_INSTANCES,25,0.1
0aecfbf6b6700cc0f6a1643c5c57291b1c53b85e87e3c1f2177545708f400cb9,928.6541312738166,10.0,1642.0843620808969,3659,18839,P05_CIRCLE_INSTANCES,25,0.1
c3ac606fa8b2b18f04302ef2c5a9838cda8be4689cb3f58e6ad687f836ed94d8,1015.8717017981576,10.0,1790.4836075153903,3790,19301,P05_CIRCLE_INSTANCES,25,0.1
f5833d39cfc41bfa230ad9bb4a09ff238e73a65b4bfbb72ad4cc39102ce10ade,112.63131849856067,10.0,308.73062039230746,17626,48494,P05_CIRCLE_INSTANCES,25,0.2
e6d9eec3c6aac87898b55f8373e38f2baea52e27ccc26ba4fec583102c7bc1e4,232.2169282654879,10.0,550.3263147003286,19169,50363,P05_CIRCLE_INSTANCES,25,0.2
123fb8bdc7fa12136cbdb020142e640449664803e00e7cf89fed7ecb0586863a,300.9566867083967,10.0,789.6185005272024,14609,35646,P05_CIRCLE_INSTANCES,25,0.2
0bd008c0a1f83fe84005857db972df1b418770943a6ae57a038360fd30108790,520.5735598916084,10.0,1003.9451669131088,24078,56117,P05_CIRCLE_INSTANCES,25,0.2
8d0d8822c0d9b9352e15ed9bbaf4799a1eaefd3be4f3283aa7abb8f9b9ae3b65,464.7722271921675,10.0,1050.3821313589076,13394,32893,P05_CIRCLE_INSTANCES,25,0.2
257ea30bd6abf858ddaf2b309207fe54fa37b4cff199666dbc6275f9f660fb60,661.4370441737321,10.0,1263.0761468830435,19439,43252,P05_CIRCLE_INSTANCES,25,0.2
03ef5cbb29abd8e00a0e1c3266dfa5020d4e58fb7f1538d21a9a3f0c4e965929,822.4512923072126,10.0,1449.3327858698983,21970,50497,P05_CIRCLE_INSTANCES,25,0.2
2752c92e70c03bb9044f37490247d9e707747aafb68e9e4bde570568aea54921,1016.0004901594976,10.0,1723.2035458830808,25716,61355,P05_CIRCLE_INSTANCES,25,0.2
a6e953d344d69bfd6f2c07365793972dacd4e16263d4d2f0150773d3ddfabbd0,928.6541312738166,10.0,1637.1083814547626,18527,40491,P05_CIRCLE_INSTANCES,25,0.2
1260e182d02d83b4649fa184e38e7ed8fcbf0df5f3877de91d6c96994715ea18,1015.8717017981576,10.0,1779.2121845131148,18240,41503,P05_CIRCLE_INSTANCES,25,0.2
